timestamp,ip_address,port,packet_size,response_time,command_type,value_range
2025-07-29T20:20:22.752904,110.10.68.135,44818,461.6423288676171,14.77344866504188,READ,93.09173751161995
2025-07-29T20:20:24.752904,106.202.120.219,20000,587.1816137776499,17.493882472712038,READ,72.38618621941167
2025-07-29T20:20:26.752904,213.186.88.152,502,484.4093708377046,26.05923146706934,READ,14.349332157040385
2025-07-29T20:20:30.752904,111.227.131.32,20000,570.3834959485799,9.859248435700342,WRITE,63.62413577924818
2025-07-29T20:20:33.752904,231.18.38.105,20000,379.273455612644,22.890686344361075,READ,82.4075822228156
2025-07-29T20:20:34.752904,35.160.133.82,20000,545.1004468704633,19.54394803231223,WRITE,71.6277956735714
2025-07-29T20:20:37.752904,11.163.10.157,502,515.2817453682582,20.48313834368525,WRITE,75.66493795975492
2025-07-29T20:20:39.752904,39.144.145.252,20000,520.1110444693504,21.493492077963214,READ,90.86378195344005
2025-07-29T20:20:41.752904,53.90.4.123,44818,494.44138282884484,28.7226854195617,WRITE,91.67969695878698
2025-07-29T20:20:44.752904,160.208.39.87,20000,487.08049639291187,15.1492222509438,READ,82.99243451313598
2025-07-29T20:20:48.752904,110.145.171.35,20000,491.77697085466104,24.26895878616838,WRITE,17.4169774306693
2025-07-29T20:20:50.752904,165.190.53.138,44818,511.9699814741073,25.332720612999392,READ,28.82445201207473
2025-07-29T20:20:52.752904,55.233.125.138,20000,639.9802916581857,18.88760074147907,READ,7.546814232163412
2025-07-29T20:20:55.752904,124.38.118.39,20000,464.87654447457595,23.29480489789797,READ,10.907335576184174
2025-07-29T20:20:56.752904,76.72.76.32,502,470.10024700271623,13.403296197833185,WRITE,6.404559131403409
2025-07-29T20:20:59.752904,152.150.208.6,502,508.1421949856125,22.06772215852457,READ,37.11647049699099
2025-07-29T20:21:04.752904,50.51.95.3,44818,518.6742161766001,20.589470412534553,READ,97.92565578924771
2025-07-29T20:21:06.752904,91.92.9.127,502,517.1083938777239,16.341648501187503,WRITE,99.87482493560272
2025-07-29T20:21:08.752904,182.4.216.32,20000,522.9939693351178,21.269434309550764,WRITE,76.44322768631696
2025-07-29T20:21:12.752904,42.137.137.215,44818,532.6559165565429,28.860857243686986,READ,78.50139330068829
2025-07-29T20:21:14.752904,205.174.96.39,44818,436.1429238629025,27.251720505946427,WRITE,34.74838392493809
2025-07-29T20:21:17.752904,226.51.241.195,44818,443.51845896774245,16.30035239727939,WRITE,97.33988167692618
2025-07-29T20:21:19.752904,93.231.129.31,44818,471.9282711086911,18.490957920784414,WRITE,97.41627435466083
2025-07-29T20:21:24.752904,161.210.94.245,20000,521.18595309183,26.492131018719277,READ,45.93783437212938
2025-07-29T20:21:29.752904,108.157.15.33,502,483.8687691732648,13.737162074214204,READ,62.863238606554596
2025-07-29T20:21:30.752904,45.232.126.217,502,480.80910970170845,22.204788528125164,READ,95.84490417452422
2025-07-29T20:21:31.752904,81.102.1.166,20000,515.208622125092,20.233618201562436,WRITE,18.80367172555174
2025-07-29T20:21:35.752904,108.215.112.125,502,497.24585165749994,16.94741746590224,WRITE,59.59255887116355
2025-07-29T20:21:40.752904,235.106.14.205,20000,479.77862645490814,17.529357198705963,WRITE,70.56441627665355
2025-07-29T20:21:44.752904,166.131.99.239,44818,444.6115323673424,25.701826362040645,WRITE,1.8582345177076687
2025-07-29T20:21:45.752904,148.93.145.141,502,508.6056805100928,12.41500360377698,WRITE,23.225809591784895
2025-07-29T20:21:48.752904,135.64.226.135,20000,495.89936604236533,15.98162543502218,READ,29.04860590734849
2025-07-29T20:21:50.752904,47.169.194.8,502,383.8625354912111,27.62755243439437,READ,51.21167958485553
2025-07-29T20:21:53.752904,171.48.36.7,44818,466.64537924172214,19.25965452338021,READ,24.45402321334913
2025-07-29T20:21:56.752904,200.248.163.43,502,468.3464987353921,19.467224567015503,READ,71.27014320301205
2025-07-29T20:22:00.752904,188.98.14.128,502,409.0671389126795,24.78906249467892,READ,66.6785203061742
2025-07-29T20:22:02.752904,237.207.203.157,20000,395.27346424282416,16.6250596581612,READ,31.138719779380487
2025-07-29T20:22:07.752904,96.117.110.223,20000,443.1775325467487,23.965410175340928,READ,47.49029684965921
2025-07-29T20:22:09.752904,181.203.76.91,502,556.1516478852155,31.890638993694544,READ,57.58487560777984
2025-07-29T20:22:10.752904,158.70.94.206,20000,522.6492326005902,12.658371186663953,WRITE,26.040846452712486
2025-07-29T20:22:15.752904,188.45.133.198,44818,504.9263145809967,18.94974087922661,READ,44.81874032580775
2025-07-29T20:22:17.752904,132.160.219.220,20000,578.8846063668759,29.549888256888025,READ,0.505965233404404
2025-07-29T20:22:19.752904,98.193.101.111,44818,488.23162999230834,13.783100898968481,WRITE,54.460169880528085
2025-07-29T20:22:22.752904,244.176.16.16,502,517.832065456867,16.21120781959779,WRITE,45.58347897348095
2025-07-29T20:22:26.752904,128.211.127.108,44818,598.1385467342433,26.25586442525333,READ,37.81655210236169
2025-07-29T20:22:31.752904,109.201.56.222,20000,641.9503528825895,26.43429616474537,WRITE,2.0920227865095176
2025-07-29T20:22:33.752904,178.11.131.240,20000,524.8468327556158,20.69649086618044,WRITE,72.53625582675797
2025-07-29T20:22:37.752904,48.175.102.155,44818,442.4201335067933,16.657322527661258,WRITE,48.66732378859042
2025-07-29T20:22:38.752904,114.185.146.133,20000,518.9098476842329,16.33207552412208,WRITE,89.87544283341423
2025-07-29T20:22:39.752904,213.160.11.45,44818,504.2398416441693,25.47244975709674,WRITE,89.10024186596335
2025-07-29T20:22:41.752904,102.52.196.184,20000,457.33683217794726,24.588793646543913,READ,8.468695103271074
2025-07-29T20:22:46.752904,92.213.18.79,20000,466.55856312558285,20.20294028945378,READ,13.309533960544739
2025-07-29T20:22:51.752904,165.126.64.164,44818,499.0867220876554,30.3226696331496,READ,90.68351796246087
2025-07-29T20:22:54.752904,108.13.156.174,502,586.120907070754,18.125448597996364,WRITE,94.62194800216889
2025-07-29T20:22:58.752904,191.165.189.6,502,512.7842223230732,25.284811172619932,WRITE,26.28460347064826
2025-07-29T20:23:03.752904,241.60.194.234,20000,589.609220452165,24.82219088424312,WRITE,95.80426828833798
2025-07-29T20:23:05.752904,62.7.128.9,44818,456.6878829596456,12.140205215938606,READ,50.33407402855038
2025-07-29T20:23:07.752904,96.146.248.10,20000,588.6349482623177,13.78928321791808,READ,70.94966024277487
2025-07-29T20:23:11.752904,140.186.3.182,44818,497.9444250710282,17.294795145285192,WRITE,25.342608023120306
2025-07-29T20:23:15.752904,216.248.118.47,20000,403.61669468590446,10.117859869738762,READ,88.9016577409134
2025-07-29T20:23:16.752904,137.118.106.198,44818,529.4957617696534,22.10217375511627,READ,95.7711786624114
2025-07-29T20:23:17.752904,95.236.86.95,502,544.7774475371546,15.853863923343674,WRITE,3.7442785956264713
2025-07-29T20:23:18.752904,232.220.229.249,20000,419.36288530444506,15.106410213906448,WRITE,25.93006780096514
2025-07-29T20:23:23.752904,206.200.190.6,44818,543.3503888081801,18.054860436354335,READ,17.72446347813569
2025-07-29T20:23:27.752904,134.60.113.207,20000,457.0853383071027,23.725847213810237,READ,17.60487349992562
2025-07-29T20:23:32.752904,245.81.181.95,20000,572.4449701943967,31.586841471837417,WRITE,94.24068443775239
2025-07-29T20:23:36.752904,28.219.176.133,502,482.2944517084864,20.12921832032504,READ,71.62433081505777
2025-07-29T20:23:37.752904,79.107.1.5,20000,439.90756912992543,10.618330631553219,READ,65.72777860323784
2025-07-29T20:23:42.752904,81.36.229.5,502,447.2143910350996,25.194997302022287,READ,43.20062805824536
2025-07-29T20:23:46.752904,244.21.225.112,502,411.60106992136457,20.611890523466904,WRITE,6.6368198153548335
2025-07-29T20:23:48.752904,131.154.223.169,44818,462.73878097961506,18.15868137706432,READ,66.47234185714804
2025-07-29T20:23:52.752904,201.5.224.211,20000,534.0975601168234,36.56250289698575,READ,50.897816488455746
2025-07-29T20:23:53.752904,54.208.69.197,44818,501.5495136754846,20.255539758456976,WRITE,76.35790283237336
2025-07-29T20:23:54.752904,17.229.221.194,44818,513.1825523412674,23.815110697467492,READ,23.6172361801252
2025-07-29T20:23:58.752904,240.86.57.90,502,458.8960998167601,18.804573609041906,READ,45.89763653631995
2025-07-29T20:24:03.752904,105.79.247.148,502,407.5861243361569,15.06165017628176,READ,6.1410507270848065
2025-07-29T20:24:04.752904,169.142.187.81,44818,483.56779473852384,23.840714401554276,WRITE,45.6948432918859
2025-07-29T20:24:08.752904,15.216.240.227,44818,467.3300200723527,22.80083714047464,READ,5.142139335807827
2025-07-29T20:24:09.752904,38.163.210.182,20000,590.964614287095,19.30676460662077,WRITE,50.04636428103959
2025-07-29T20:24:11.752904,44.203.252.18,502,507.5406366288768,15.879790692046846,WRITE,90.4928548776668
2025-07-29T20:24:16.752904,93.11.17.104,44818,502.67478907514777,13.64535437541721,READ,45.482310252119994
2025-07-29T20:24:17.752904,95.93.122.209,20000,474.75261013480804,13.278075587806144,WRITE,84.46477799827971
2025-07-29T20:24:22.752904,175.160.81.30,502,478.059799346743,23.196632706851037,READ,76.25288321738519
2025-07-29T20:24:23.752904,222.108.248.218,502,414.12020305201713,17.771789271974644,READ,64.90385740122854
2025-07-29T20:24:25.752904,152.198.63.100,20000,584.8739057262901,12.200272793577152,READ,96.78802917735806
2025-07-29T20:24:28.752904,147.173.22.145,44818,529.631119683639,18.168650489084072,WRITE,50.7239384960321
2025-07-29T20:24:29.752904,202.54.90.123,20000,555.4802961738942,18.851861795830146,WRITE,41.073289786977284
2025-07-29T20:24:34.752904,154.53.67.53,502,525.6297740269574,13.706382821726297,WRITE,14.338389819097575
2025-07-29T20:24:39.752904,224.233.115.115,502,532.3392285217899,14.932929602680638,READ,46.2619499246847
2025-07-29T20:24:42.752904,109.129.90.90,20000,474.3687187825956,17.671715146624237,READ,28.03722598460282
2025-07-29T20:24:46.752904,1.55.119.1,502,562.078909704678,16.839575528607327,WRITE,71.53406969931525
2025-07-29T20:24:51.752904,185.210.182.108,20000,485.12517521708475,15.00661282418954,WRITE,96.60408272754584
2025-07-29T20:24:52.752904,45.247.234.64,44818,481.90580913805593,7.781451764785318,WRITE,67.11821678219849
2025-07-29T20:24:53.752904,70.177.27.231,44818,592.8004448107936,19.05770640026373,WRITE,4.204873617476501
2025-07-29T20:24:54.752904,49.140.168.39,20000,593.1338028360726,17.89728699714807,WRITE,30.93013397768344
2025-07-29T20:24:58.752904,205.202.218.73,44818,534.4043042010122,24.695240223307906,WRITE,14.935759081241706
2025-07-29T20:25:01.752904,204.144.230.77,44818,446.1824109154746,10.824471174257809,WRITE,43.94387627655922
2025-07-29T20:25:06.752904,90.88.145.78,502,564.2552668081264,19.83557143126585,READ,60.67946778612539
2025-07-29T20:25:08.752904,25.106.126.167,20000,578.1444733728536,11.05864512161489,READ,68.32027114470587
2025-07-29T20:25:12.752904,179.4.139.83,44818,511.3887115726711,21.176598959110144,READ,33.68570071610905
2025-07-29T20:25:13.752904,31.166.127.160,502,558.5260654641376,22.695724974538425,READ,82.52924350166712
2025-07-29T20:25:16.752904,241.134.136.147,20000,470.88356147165945,12.253018358715046,READ,13.449792879946331
2025-07-29T20:25:17.752904,109.251.250.162,502,562.9182069416411,21.010519926939004,READ,76.35837740747878
2025-07-29T20:25:19.752904,193.12.95.253,44818,443.73138165906494,13.93379190472497,WRITE,71.3280730033377
2025-07-29T20:25:23.752904,167.247.181.142,44818,566.7261924504041,18.71903213944104,READ,66.29112362885505
2025-07-29T20:25:28.752904,118.64.29.15,502,566.7155627611648,22.14365475257079,WRITE,60.4926927723574
2025-07-29T20:25:30.752904,15.94.117.151,502,583.5609241652919,23.94060241328754,READ,23.752849675660592
2025-07-29T20:25:33.752904,125.136.192.23,20000,458.1772298068725,17.117813994023013,READ,59.20243557356601
2025-07-29T20:25:38.752904,19.85.159.22,502,489.36375407182993,17.675005033311688,READ,11.71930687154682
2025-07-29T20:25:42.752904,246.145.43.79,20000,611.9330580956815,13.96776556364624,READ,73.22147663466399
2025-07-29T20:25:47.752904,28.136.29.202,502,528.5556164836535,31.395507437417056,WRITE,45.53801359627803
2025-07-29T20:25:52.752904,85.183.212.176,502,464.6195364179759,10.55323766290989,WRITE,59.61804360075198
2025-07-29T20:25:57.752904,252.194.231.191,44818,492.4601439056295,17.603287384277117,READ,55.58822505943508
2025-07-29T20:25:59.752904,173.131.99.34,44818,523.6279949202626,16.360013674290546,WRITE,94.23686060451418
2025-07-29T20:26:00.752904,6.5.72.247,20000,535.8595788911471,30.693448064790942,WRITE,41.24959766428488
